Frequency,Coupling,Directivity,Isolation,InsertionLoss
4.53499985,7.13033631,0.86845139,7.99878770,7.18002635
4.53999996,7.12631130,0.87285115,7.99916245,7.17969686
4.54500008,7.12204767,0.87759292,7.99964058,7.17919841
4.55000019,7.11757143,0.88263396,8.00020539,7.17854140
4.55499983,7.11290305,0.88793902,8.00084207,7.17775210
4.55999994,7.10807437,0.89345243,8.00152680,7.17685182
4.56500006,7.10311626,0.89912938,8.00224564,7.17586212
4.57000017,7.09806592,0.90490098,8.00296690,7.17481225
4.57499981,7.09296223,0.91070849,8.00367072,7.17372802
4.57999992,7.08784918,0.91648159,8.00433077,7.17263843
4.58500004,7.08276369,0.92215721,8.00492090,7.17157156
4.59000015,7.07775841,0.92764994,8.00540835,7.17055704
4.59499979,7.07287580,0.93289416,8.00576996,7.16962709
4.59999990,7.06816457,0.93781137,8.00597594,7.16880506
4.60500002,7.06366914,0.94232920,8.00599833,7.16811947
4.61000013,7.05943438,0.94638112,8.00581550,7.16760038
4.61499977,7.05550856,0.94988831,8.00539687,7.16726781
4.61999989,7.05192490,0.95279814,8.00472304,7.16714371
4.62500000,7.04872738,0.95504882,8.00377621,7.16724517
4.63000011,7.04594484,0.95659275,8.00253759,7.16758975
4.63500023,7.04361087,0.95738074,8.00099162,7.16818841
4.63999987,7.04174861,0.95738274,7.99913135,7.16904773
4.64499998,7.04037727,0.95657346,7.99695073,7.17017013
4.65000010,7.03950822,0.95493438,7.99444261,7.17156030
4.65500021,7.03915111,0.95246504,7.99161614,7.17320622
4.65999985,7.03929913,0.94917679,7.98847592,7.17509766
4.66499996,7.03994982,0.94508503,7.98503485,7.17722301
4.67000008,7.04108978,0.94021868,7.98130846,7.17955974
4.67500019,7.04268990,0.93462984,7.97731973,7.18208233
4.67999983,7.04472656,0.92836051,7.97308706,7.18476660
4.68499994,7.04716004,0.92148884,7.96864888,7.18757306
4.69000006,7.04994727,0.91409096,7.96403823,7.19046536
4.69500017,7.05303725,0.90625093,7.95928818,7.19340692
4.69999981,7.05637336,0.89806618,7.95443954,7.19635144
4.70499992,7.05989419,0.88964187,7.94953606,7.19925306
4.71000004,7.06353449,0.88109122,7.94462571,7.20206291
4.71500015,7.06722186,0.87252826,7.93975012,7.20473533
4.71999979,7.07088192,0.86407458,7.93495650,7.20722125
4.72499990,7.07444367,0.85584836,7.93029203,7.20947167
4.73000002,7.07782915,0.84797585,7.92580499,7.21143917
4.73500013,7.08096055,0.84058091,7.92154146,7.21307791
4.73999977,7.08376637,0.83377350,7.91753987,7.21434896
4.74499989,7.08617564,0.82767112,7.91384676,7.21520986
4.75000000,7.08811804,0.82237806,7.91049610,7.21563079
4.75500011,7.08953591,0.81798783,7.90752374,7.21558121
4.76000023,7.09037110,0.81458482,7.90495591,7.21504095
4.76499987,7.09057956,0.81223925,7.90281881,7.21398851
4.76999998,7.09012126,0.81100829,7.90112955,7.21242112
4.77500010,7.08896733,0.81093385,7.89990118,7.21033075
4.78000021,7.08710187,0.81203547,7.89913734,7.20773115
4.78499985,7.08451846,0.81431999,7.89883845,7.20463410
4.78999996,7.08122358,0.81777082,7.89899439,7.20106291
4.79500008,7.07724090,0.82234946,7.89959037,7.19705004
4.80000019,7.07260187,0.82799706,7.90059892,7.19264037
4.80499983,7.06735635,0.83463481,7.90199116,7.18787933
4.80999994,7.06156315,0.84215716,7.90372031,7.18282980
4.81500006,7.05530192,0.85043780,7.90573972,7.17755599
4.82000017,7.04866137,0.85933253,7.90799390,7.17213344
4.82499981,7.04174382,0.86866685,7.91041067,7.16664794
4.82999992,7.03466589,0.87825432,7.91292020,7.16118165
4.83500004,7.02755783,0.88787656,7.91543439,7.15583752
4.84000015,7.02055335,0.89731983,7.91787318,7.15071438
4.84499979,7.01380754,0.90632674,7.92013428,7.14591547
4.84999990,7.00748104,0.91463455,7.92211560,7.14155137
4.85500002,7.00173430,0.92197665,7.92371095,7.13773284
4.86000013,6.99674305,0.92807132,7.92481437,7.13457059
4.86499977,6.99268396,0.93262157,7.92530553,7.13218104
4.86999989,6.98973740,0.93533709,7.92507450,7.13067152
4.87500000,6.98808195,0.93592558,7.92400753,7.13015223
4.88000011,6.98790010,0.93409124,7.92199133,7.13072684
4.88500023,6.98936696,0.92955333,7.91892029,7.13249507
4.88999987,6.99265785,0.92202967,7.91468752,7.13554616
4.89499998,6.99793550,0.91126986,7.90920536,7.13996319
4.90000010,7.00535808,0.89702169,7.90237977,7.14581998
4.90500021,7.01507107,0.87907291,7.89414398,7.15317527
4.90999985,7.02720231,0.85723609,7.88443841,7.16208260
4.91499996,7.04187441,0.83133568,7.87321009,7.17256864
4.92000008,7.05918457,0.80124982,7.86043438,7.18465752
4.92500019,7.07921317,0.76688609,7.84609927,7.19834913
4.92999983,7.10202313,0.72818474,7.83020786,7.21362807
4.93499994,7.12765194,0.68513184,7.81278378,7.23045879
4.94000006,7.15611078,0.63776039,7.79387117,7.24879199
4.94500017,7.18739530,0.58613073,7.77352603,7.26855457
4.94999981,7.22146289,0.53036978,7.75183267,7.28966047
4.95499992,7.25825579,0.47062399,7.72887978,7.31199872
4.96000004,7.29767934,0.40710238,7.70478172,7.33544114
4.96500015,7.33961966,0.34003881,7.67965847,7.35984427
4.96999979,7.38392928,0.26971967,7.65364895,7.38504955
4.97499990,7.43043517,0.19646210,7.62689727,7.41087989
4.98000002,7.47893830,0.12062049,7.59955879,7.43714752
4.98500013,7.52921459,0.04257542,7.57179001,7.46364931
4.98999977,7.58101226,-0.03725536,7.54375689,7.49017519
4.99499989,7.63405441,-0.11843151,7.51562290,7.51650843
5.00000000,7.68804915,-0.20049727,7.48755189,7.54242574
