!CSV A.01.01
!Keysight Technologies,N5242B,US61255121,A.15.50.07
!Date: Friday, October 24, 2025 17:18:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),Output(DB),Output(DEG)
2200135011.2509,-86.889847,-94.105026
2200138344.8621,-90.410385,14.232743
2200141678.4732,-89.928467,141.47495
2200145012.0843,-87.819237,-81.27018
2200148345.6955,-90.514351,173.1908
2200151679.3066,-89.218109,177.83722
2200155012.9177,-87.741005,-8.6422844
2200158346.5289,-88.201797,21.014896
2200161680.14,-88.081512,-26.526226
2200165013.7511,-88.181038,178.10669
2200168347.3623,-89.114105,-24.228649
2200171680.9734,-89.033035,-131.82184
2200175014.5845,-90.400322,153.32141
2200178348.1957,-89.61795,173.97084
2200181681.8068,-90.062401,82.142799
2200185015.418,-88.296936,-110.94112
2200188349.0291,-88.784302,53.787624
2200191682.6402,-89.585411,-166.37097
2200195016.2514,-90.184555,52.161694
2200198349.8625,-88.769646,-149.43175
2200201683.4736,-88.472733,-43.022388
2200205017.0848,-88.797012,73.111198
2200208350.6959,-90.183113,-72.258751
2200211684.307,-88.216248,123.49482
2200215017.9182,-88.022552,-99.19101
2200218351.5293,-90.777245,-86.745926
2200221685.1404,-89.570145,132.41499
2200225018.7516,-88.870018,-86.554298
2200228352.3627,-89.896561,39.903728
2200231685.9738,-89.355247,165.02144
2200235019.585,-88.652428,124.1386
2200238353.1961,-89.393997,-94.644203
2200241686.8072,-89.585213,160.43071
2200245020.4184,-89.75695,84.045753
2200248354.0295,-88.369598,36.690338
2200251687.6406,-89.863228,47.372948
2200255021.2518,-89.797577,123.26134
2200258354.8629,-89.267525,33.190876
2200261688.474,-89.14122,58.508308
2200265022.0852,-87.801338,143.6727
2200268355.6963,-88.820137,-95.102654
2200271689.3074,-89.220154,-97.713219
2200275022.9186,-90.068657,-173.40157
2200278356.5297,-89.956818,-60.325912
2200281690.1408,-91.576309,-118.18936
2200285023.752,-90.239334,124.24423
2200288357.3631,-89.997612,-82.529854
2200291690.9742,-87.586327,75.793625
2200295024.5854,-88.091927,99.745934
2200298358.1965,-89.822601,-9.6530628
2200301691.8077,-89.738281,36.382347
2200305025.4188,-87.01149,40.217247
2200308359.0299,-88.81971,148.69629
2200311692.6411,-88.94426,102.8119
2200315026.2522,-89.781731,121.99374
2200318359.8633,-89.683037,-26.374765
2200321693.4745,-89.285271,-98.882744
2200325027.0856,-86.887177,-75.799408
2200328360.6967,-88.612183,-7.6028118
2200331694.3079,-88.996529,111.90313
2200335027.919,-89.735397,-56.741955
2200338361.5301,-88.379601,167.82607
2200341695.1413,-89.737724,131.48433
2200345028.7524,-88.513939,109.06215
2200348362.3635,-88.417221,158.75066
2200351695.9747,-89.127762,115.93148
2200355029.5858,-88.972015,-100.76978
2200358363.1969,-92.727783,49.087444
2200361696.8081,-90.887672,79.418594
2200365030.4192,-88.165649,39.735603
2200368364.0303,-87.934006,30.58736
2200371697.6415,-88.891335,32.290997
2200375031.2526,-92.353668,91.209831
2200378364.8637,-90.302696,-121.82323
2200381698.4749,-87.768776,-19.715103
2200385032.086,-88.543015,-177.98709
2200388365.6971,-90.226357,-161.82863
2200391699.3083,-90.187599,-2.7966042
2200395032.9194,-89.562309,54.047665
2200398366.5305,-88.218369,-2.8891213
2200401700.1417,-88.013626,76.617691
2200405033.7528,-87.340034,173.59715
2200408367.3639,-86.845749,150.28212
2200411700.9751,-88.94558,-9.3264027
2200415034.5862,-88.567574,46.355396
2200418368.1973,-88.941635,35.745556
2200421701.8085,-89.361519,-89.980186
2200425035.4196,-89.467079,-151.54294
2200428369.0308,-88.934258,38.350517
2200431702.6419,-89.824898,153.84163
2200435036.253,-87.723083,-29.922789
2200438369.8642,-89.093643,161.19139
2200441703.4753,-88.773705,145.14998
2200445037.0864,-90.253799,159.64764
2200448370.6976,-87.983391,-168.85503
2200451704.3087,-90.494072,98.6828
2200455037.9198,-90.436249,20.281965
2200458371.531,-88.369705,-66.956184
2200461705.1421,-90.855019,-150.9032
2200465038.7532,-88.806969,34.669704
2200468372.3644,-89.076492,4.4267335
2200471705.9755,-90.344765,71.926094
2200475039.5866,-89.626587,-115.07943
2200478373.1978,-88.597481,100.44138
2200481706.8089,-89.124908,135.15517
2200485040.42,-90.195511,-135.73296
2200488374.0312,-89.544304,126.83257
2200491707.6423,-90.138535,-87.040733
2200495041.2534,-90.832611,-11.552398
2200498374.8646,-90.379662,7.7658319
2200501708.4757,-89.067169,11.317835
2200505042.0868,-87.514893,-129.02402
2200508375.698,-91.127174,150.07687
2200511709.3091,-88.672951,17.949512
2200515042.9202,-88.140297,30.859301
2200518376.5314,-88.397797,46.240616
2200521710.1425,-89.289917,-45.646019
2200525043.7536,-90.776367,78.861534
2200528377.3648,-91.007202,-52.653458
2200531710.9759,-90.379173,1.5651227
2200535044.587,-88.01516,94.329048
2200538378.1982,-90.402527,115.04582
2200541711.8093,-88.325829,-34.758118
2200545045.4205,-89.538666,24.576822
2200548379.0316,-91.874512,-129.16278
2200551712.6427,-89.26857,-138.53693
2200555046.2539,-89.761787,150.25037
2200558379.865,-89.22097,-87.871826
2200561713.4761,-89.334801,41.888309
2200565047.0873,-89.174812,121.70724
2200568380.6984,-87.848434,-144.77888
2200571714.3095,-89.499733,153.09207
2200575047.9207,-89.649269,-122.59592
2200578381.5318,-88.121559,169.39201
2200581715.1429,-87.817017,-7.7677889
2200585048.7541,-88.518845,-64.220078
2200588382.3652,-90.967117,-71.40815
2200591715.9763,-90.911629,91.081406
2200595049.5875,-87.114212,8.2712517
2200598383.1986,-90.353485,80.763771
2200601716.8097,-88.26268,60.600266
2200605050.4209,-89.772751,148.03009
2200608384.032,-89.460373,-178.73064
2200611717.6431,-88.656555,54.671539
2200615051.2543,-90.467392,52.321312
2200618384.8654,-88.371628,-27.877905
2200621718.4765,-91.357674,75.134109
2200625052.0877,-89.346542,112.03738
2200628385.6988,-91.682045,-83.634125
2200631719.3099,-90.395401,81.383453
2200635052.9211,-88.814285,-134.65089
2200638386.5322,-90.62484,-74.039818
2200641720.1433,-87.441391,5.8579412
2200645053.7545,-90.528244,18.387377
2200648387.3656,-90.125664,-162.97308
2200651720.9767,-87.910095,88.424217
2200655054.5879,-90.817871,96.332817
2200658388.199,-89.708061,-98.685532
2200661721.8102,-89.821205,55.462204
2200665055.4213,-87.381889,-92.956154
2200668389.0324,-88.713158,-149.81747
2200671722.6436,-88.309746,-155.4389
2200675056.2547,-86.594803,-10.685974
2200678389.8658,-89.78524,79.306961
2200681723.477,-87.534683,131.45496
2200685057.0881,-90.911308,105.65338
2200688390.6992,-89.7201,-4.0849652
2200691724.3104,-89.397896,12.916771
2200695057.9215,-88.068077,-44.808552
2200698391.5326,-88.468269,110.92422
2200701725.1438,-90.436279,-152.74211
2200705058.7549,-87.552559,149.87576
2200708392.366,-90.512756,-66.177788
2200711725.9772,-88.000389,67.339745
2200715059.5883,-86.382706,-12.15128
2200718393.1994,-89.897423,-29.647663
2200721726.8106,-89.050575,74.786621
2200725060.4217,-88.87973,-112.48532
2200728394.0328,-89.047707,47.749363
2200731727.644,-92.255737,128.68524
2200735061.2551,-89.530785,6.4647975
2200738394.8662,-88.47496,-111.52923
2200741728.4774,-89.144981,154.71324
2200745062.0885,-91.174538,9.0022478
2200748395.6996,-89.827393,160.72055
2200751729.3108,-89.287918,29.838854
2200755062.9219,-89.260208,15.665543
2200758396.533,-93.14875,-171.63686
2200761730.1442,-90.120895,-27.843042
2200765063.7553,-89.128326,166.15559
2200768397.3664,-88.602699,-159.96097
2200771730.9776,-89.931854,-145.43765
2200775064.5887,-89.898773,54.468258
2200778398.1999,-86.333046,-123.66426
2200781731.811,-88.977371,-61.722919
2200785065.4221,-88.087166,-49.285538
2200788399.0333,-87.81752,-51.261444
2200791732.6444,-87.002296,-126.78799
2200795066.2555,-87.024094,76.654533
2200798399.8667,-90.109009,-33.118752
2200801733.4778,-89.589546,-120.58251
2200805067.0889,-87.068657,-66.818932
2200808400.7001,-91.080147,-177.84766
2200811734.3112,-90.023956,67.016258
2200815067.9223,-88.842331,99.817558
2200818401.5335,-87.098236,82.564308
2200821735.1446,-89.539581,99.565979
2200825068.7557,-90.740501,-133.28465
2200828402.3669,-86.807961,-84.466064
2200831735.978,-89.71978,0.48173469
2200835069.5891,-88.141449,-21.784876
2200838403.2003,-89.663139,-96.516747
2200841736.8114,-89.95372,132.93799
2200845070.4225,-89.165161,-2.375349
2200848404.0337,-89.95443,58.839478
2200851737.6448,-90.339996,-80.679886
2200855071.2559,-87.847198,-150.12944
2200858404.8671,-90.098358,131.59657
2200861738.4782,-88.38382,-131.75427
2200865072.0893,-88.382431,120.79011
2200868405.7005,-89.274864,59.702518
2200871739.3116,-89.977234,-110.30612
2200875072.9227,-90.831497,99.245544
2200878406.5339,-89.575272,-78.285995
2200881740.145,-88.495514,113.11847
2200885073.7561,-88.622856,-4.1093941
2200888407.3673,-89.32093,-10.242459
2200891740.9784,-89.032082,109.61729
2200895074.5895,-88.852005,2.6535623
2200898408.2007,-91.591743,-57.147758
2200901741.8118,-88.86245,100.20108
2200905075.423,-90.321205,-86.47879
2200908409.0341,-87.593857,-78.973572
2200911742.6452,-88.734314,4.1479139
2200915076.2564,-86.681419,-58.876751
2200918409.8675,-89.411186,158.84758
2200921743.4786,-87.670586,141.57364
2200925077.0898,-89.710312,177.78471
2200928410.7009,-90.84581,175.28676
2200931744.312,-91.19191,122.98216
2200935077.9232,-88.892052,117.63753
2200938411.5343,-90.87735,-85.197685
2200941745.1454,-88.853989,95.226891
2200945078.7566,-87.018761,-117.86153
2200948412.3677,-90.28315,172.52097
2200951745.9788,-88.105278,-123.82028
2200955079.59,-87.879295,-35.113079
2200958413.2011,-90.432091,-42.555553
2200961746.8122,-87.530785,-80.624985
2200965080.4234,-89.93634,144.25336
2200968414.0345,-89.220985,-38.787838
2200971747.6456,-91.891502,154.82401
2200975081.2568,-87.671127,-116.83897
2200978414.8679,-89.215935,-147.27264
2200981748.479,-90.167877,-157.20271
2200985082.0902,-89.162415,51.607395
2200988415.7013,-88.559578,134.64732
2200991749.3124,-88.853271,103.99788
2200995082.9236,-87.585564,-164.76219
2200998416.5347,-87.922287,-35.586964
2201001750.1458,-89.2062,-96.772758
2201005083.757,-88.575233,-122.12804
2201008417.3681,-89.089264,-116.21964
2201011750.9792,-90.15535,-172.95557
2201015084.5904,-91.007584,-62.900093
2201018418.2015,-88.018394,-6.3317904
2201021751.8127,-91.262558,-111.91361
2201025085.4238,-88.614456,-84.749283
2201028419.0349,-88.899673,-83.931099
2201031752.6461,-89.775116,-169.73372
2201035086.2572,-88.422112,-54.904411
2201038419.8683,-87.967628,86.347923
2201041753.4795,-88.672958,27.809906
2201045087.0906,-90.398224,131.47548
2201048420.7017,-89.449196,-156.73949
2201051754.3129,-89.052063,159.94176
2201055087.924,-89.387093,157.78981
2201058421.5351,-87.535828,-81.519928
2201061755.1463,-89.182304,-66.06089
2201065088.7574,-91.124741,-170.33409
2201068422.3685,-87.827187,-89.747887
2201071755.9797,-88.673676,58.305077
2201075089.5908,-88.819244,-123.7308
2201078423.2019,-90.59388,152.59967
2201081756.8131,-90.32093,-11.115761
2201085090.4242,-88.898224,85.626442
2201088424.0353,-87.406075,-18.853777
2201091757.6465,-88.304871,-41.074429
2201095091.2576,-89.700729,124.44761
2201098424.8687,-90.445305,104.37358
2201101758.4799,-90.307533,50.571716
2201105092.091,-89.900017,34.202057
2201108425.7021,-88.793053,152.83768
2201111759.3133,-92.720116,-64.082451
2201115092.9244,-89.220161,91.013504
2201118426.5355,-88.067146,150.93877
2201121760.1467,-88.441391,-112.47062
2201125093.7578,-88.953018,-22.357325
2201128427.3689,-87.394241,116.90056
2201131760.9801,-91.277847,125.66492
2201135094.5912,-88.7519,53.071243
2201138428.2024,-88.967651,44.226814
2201141761.8135,-88.690254,16.773266
2201145095.4246,-91.605751,-26.968668
2201148429.0358,-89.454201,44.121796
2201151762.6469,-88.55378,-100.83908
2201155096.258,-89.511467,39.738129
2201158429.8692,-89.889717,-96.888496
2201161763.4803,-88.880196,101.53793
2201165097.0914,-89.931824,-108.67565
2201168430.7026,-88.930305,-24.641768
2201171764.3137,-88.306976,-119.30058
2201175097.9248,-89.652199,167.34309
2201178431.536,-86.976639,-63.406738
2201181765.1471,-89.275063,-164.97134
2201185098.7582,-91.236778,89.944054
2201188432.3694,-87.201523,-77.397072
2201191765.9805,-89.329697,177.98714
2201195099.5916,-88.073601,-138.94937
2201198433.2028,-88.848946,-141.53511
2201201766.8139,-90.474304,-67.529968
2201205100.425,-87.118378,91.941788
2201208434.0362,-88.755714,45.423809
2201211767.6473,-89.230347,86.386383
2201215101.2584,-91.82312,150.50871
2201218434.8696,-87.966797,112.28699
2201221768.4807,-88.234848,-138.04384
2201225102.0918,-88.69323,-108.46449
2201228435.703,-89.530205,-96.135895
2201231769.3141,-87.507133,-173.6602
2201235102.9252,-87.329865,-34.826603
2201238436.5364,-88.685799,-37.878071
2201241770.1475,-87.831535,-128.15958
2201245103.7586,-87.883362,-132.42877
2201248437.3698,-88.370041,-123.7936
2201251770.9809,-89.45623,-44.550819
2201255104.592,-89.79023,-138.31155
2201258438.2032,-88.334625,101.36089
2201261771.8143,-90.501839,-41.285381
2201265105.4255,-86.915222,-137.35789
2201268439.0366,-86.647308,-72.486359
2201271772.6477,-88.740005,139.18321
2201275106.2589,-89.924957,-129.46669
2201278439.87,-88.988625,-151.96265
2201281773.4811,-88.432076,-34.026714
2201285107.0923,-88.924774,-23.951174
2201288440.7034,-88.526169,89.289902
2201291774.3145,-87.64222,174.9151
2201295107.9257,-89.61837,-91.31559
2201298441.5368,-89.546066,92.208145
2201301775.1479,-90.209969,131.09732
2201305108.7591,-90.043922,-8.3717632
2201308442.3702,-89.912476,-14.620724
2201311775.9813,-89.741127,-47.192818
2201315109.5925,-88.364227,-136.80257
2201318443.2036,-91.224426,170.71561
2201321776.8147,-90.753159,60.27047
2201325110.4259,-88.20153,90.208435
2201328444.037,-88.193375,-172.86055
2201331777.6481,-89.343826,178.70085
2201335111.2593,-89.264305,139.10815
2201338444.8704,-89.710442,120.94545
2201341778.4815,-91.918251,-31.783613
2201345112.0927,-90.680901,-104.86227
2201348445.7038,-88.8255,-19.188025
2201351779.3149,-89.678001,120.67458
2201355112.9261,-87.964035,-38.596039
2201358446.5372,-87.878922,32.109497
2201361780.1483,-89.478378,-119.5129
2201365113.7595,-88.629234,-142.4155
2201368447.3706,-89.674934,-128.34714
2201371780.9817,-87.77951,32.244247
2201375114.5929,-88.696648,113.54884
2201378448.204,-88.325226,-1.4251304
2201381781.8152,-89.380127,26.154619
2201385115.4263,-89.017517,-36.065025
2201388449.0374,-89.259811,-169.11264
2201391782.6486,-89.474449,136.54532
2201395116.2597,-90.000763,-67.647919
2201398449.8708,-89.007118,-56.949711
2201401783.482,-90.27449,-161.30006
2201405117.0931,-89.974121,-25.709743
2201408450.7042,-90.290108,47.044716
2201411784.3154,-91.286453,53.561104
2201415117.9265,-89.818832,-129.91089
2201418451.5376,-87.724739,102.04196
2201421785.1488,-88.820328,178.58249
2201425118.7599,-90.253654,-79.079781
2201428452.371,-89.164215,-11.521902
2201431785.9822,-88.749672,48.141525
2201435119.5933,-87.900337,69.662781
2201438453.2044,-88.317848,-65.650917
2201441786.8156,-88.829239,77.938705
2201445120.4267,-87.530083,-1.2436315
2201448454.0378,-89.952858,146.5876
2201451787.649,-89.279625,-23.68729
2201455121.2601,-89.575348,-146.66104
2201458454.8712,-90.14283,154.45279
2201461788.4824,-88.69046,-172.76056
2201465122.0935,-90.329208,-20.716789
2201468455.7046,-88.548225,-112.61843
2201471789.3158,-90.419762,170.11807
2201475122.9269,-89.045044,-167.40515
2201478456.538,-86.940872,43.203053
2201481790.1492,-88.549759,-41.163185
2201485123.7603,-88.190399,-28.563055
2201488457.3714,-87.584892,-170.1003
2201491790.9826,-89.239433,168.64148
2201495124.5937,-88.779137,-157.53812
2201498458.2049,-89.439888,12.73183
2201501791.816,-90.789619,-45.877087
2201505125.4271,-89.474236,96.239555
2201508459.0383,-88.274902,36.029343
2201511792.6494,-87.442184,-94.027298
2201515126.2605,-88.942772,91.41954
2201518459.8717,-90.367058,138.92206
2201521793.4828,-90.609802,122.19057
2201525127.0939,-89.990463,78.498718
2201528460.7051,-88.0644,-61.362843
2201531794.3162,-88.385979,15.839791
2201535127.9273,-88.393501,-86.925247
2201538461.5385,-88.219009,73.294426
2201541795.1496,-89.53508,85.704895
2201545128.7607,-87.687164,44.972054
2201548462.3719,-88.467346,149.5631
2201551795.983,-87.952774,63.711445
2201555129.5941,-88.196609,123.10361
2201558463.2053,-88.097237,-55.214394
2201561796.8164,-90.590088,69.370193
2201565130.4275,-89.093239,117.74028
2201568464.0387,-88.415894,-85.997818
2201571797.6498,-89.010468,14.174641
2201575131.2609,-91.245659,-130.88741
2201578464.8721,-87.921669,-136.7168
2201581798.4832,-88.582611,97.787354
2201585132.0943,-86.9851,-116.67388
2201588465.7055,-88.597847,102.69669
2201591799.3166,-87.850456,7.0248504
2201595132.9277,-87.902618,-137.4474
2201598466.5389,-86.797951,78.036057
2201601800.15,-88.165787,82.774521
2201605133.7611,-89.016472,-126.63963
2201608467.3723,-89.765419,-146.04149
2201611800.9834,-89.927505,-100.4563
2201615134.5945,-87.985085,-1.3981608
2201618468.2057,-90.677986,-87.31076
2201621801.8168,-89.390213,134.92131
2201625135.428,-88.774841,144.43306
2201628469.0391,-88.854271,-54.361664
2201631802.6502,-89.613029,-135.85971
2201635136.2614,-88.612595,-90.255409
2201638469.8725,-89.834518,162.10112
2201641803.4836,-89.529488,171.00865
2201645137.0948,-89.573517,-137.08789
2201648470.7059,-87.338593,-56.293774
2201651804.317,-88.772255,93.946625
2201655137.9282,-88.228653,159.66911
2201658471.5393,-88.340569,-164.2133
2201661805.1504,-92.549454,-130.16788
2201665138.7616,-89.754234,-35.804897
2201668472.3727,-89.142021,-175.11957
2201671805.9838,-88.742897,10.607056
2201675139.595,-89.427864,38.461956
2201678473.2061,-87.987221,-67.070831
2201681806.8172,-89.434875,-172.41986
2201685140.4284,-91.173615,73.976265
2201688474.0395,-88.046196,-117.43277
2201691807.6506,-89.007515,-28.08132
2201695141.2618,-90.078751,-46.142551
2201698474.8729,-90.146584,36.309429
2201701808.484,-88.447151,39.618931
2201705142.0952,-89.971634,-163.46449
2201708475.7063,-88.619713,-24.925554
2201711809.3174,-91.502281,4.0303402
2201715142.9286,-88.357788,73.56028
2201718476.5397,-88.464134,123.80188
2201721810.1508,-89.162628,-82.910568
2201725143.762,-91.982712,151.32571
2201728477.3731,-90.326836,-141.35493
2201731810.9842,-92.064568,47.573925
2201735144.5954,-92.762848,-57.787621
2201738478.2065,-90.6511,75.671333
2201741811.8177,-89.032356,-38.799732
2201745145.4288,-90.347366,61.211697
2201748479.0399,-90.479073,-101.07436
2201751812.6511,-91.445724,177.92186
2201755146.2622,-88.343445,142.95146
2201758479.8733,-90.299042,32.526329
2201761813.4845,-88.880417,-59.690063
2201765147.0956,-88.517601,-122.31474
2201768480.7067,-91.045158,14.114268
2201771814.3179,-89.451233,-177.98814
2201775147.929,-87.305336,-7.8875828
2201778481.5401,-88.740875,-83.507179
2201781815.1513,-88.500648,87.934364
2201785148.7624,-87.335503,7.2191224
2201788482.3735,-90.097649,41.588177
2201791815.9847,-87.312019,-19.722593
2201795149.5958,-88.113304,-97.006561
2201798483.2069,-88.722229,115.89944
2201801816.8181,-89.198463,27.343237
2201805150.4292,-90.123192,55.367821
2201808484.0403,-90.062653,68.167328
2201811817.6515,-90.088211,-138.51988
2201815151.2626,-90.19944,-151.08731
2201818484.8737,-89.956314,-79.168724
2201821818.4849,-90.393875,-17.971447
2201825152.096,-89.004768,-25.916126
2201828485.7071,-89.802399,46.649918
2201831819.3183,-87.694679,-113.33449
2201835152.9294,-90.476021,-175.24837
2201838486.5405,-88.538795,-95.604301
2201841820.1517,-91.002373,159.91267
2201845153.7628,-87.83522,70.197975
2201848487.3739,-88.886444,132.9016
2201851820.9851,-89.209618,127.98187
2201855154.5962,-89.007629,1.6488876
2201858488.2074,-88.129593,-0.89498472
2201861821.8185,-89.620811,86.171486
2201865155.4296,-86.465195,119.78699
2201868489.0408,-89.315582,69.497787
2201871822.6519,-89.783737,-176.75189
2201875156.263,-88.025894,88.574844
2201878489.8742,-87.990395,-177.02936
2201881823.4853,-89.025116,-50.861626
2201885157.0964,-88.074226,69.972588
2201888490.7076,-88.356575,-134.21217
2201891824.3187,-90.856232,-143.87422
2201895157.9298,-87.553253,164.45398
2201898491.541,-90.419388,-65.066391
2201901825.1521,-89.123215,-105.2979
2201905158.7632,-88.684319,131.97543
2201908492.3744,-88.298271,-24.698517
2201911825.9855,-89.665253,113.44608
2201915159.5966,-88.735893,-46.471878
2201918493.2078,-88.902733,117.88491
2201921826.8189,-90.131149,43.224964
2201925160.43,-86.261086,107.49451
2201928494.0412,-89.509491,6.1083317
2201931827.6523,-91.605392,7.9155149
2201935161.2634,-87.563354,-151.05023
2201938494.8746,-88.79808,142.81583
2201941828.4857,-86.946739,179.55663
2201945162.0968,-88.776268,71.541634
2201948495.708,-87.470375,-168.49541
2201951829.3191,-90.695549,-120.2182
2201955162.9302,-89.439011,152.39694
2201958496.5414,-89.465988,-66.122757
2201961830.1525,-88.201164,-138.35474
2201965163.7636,-88.474487,164.97357
2201968497.3748,-90.024422,15.744775
2201971830.9859,-89.348763,-61.901917
2201975164.597,-89.029488,-69.0121
2201978498.2082,-88.221901,-21.853258
2201981831.8193,-88.234825,-67.783768
2201985165.4305,-86.055634,95.787445
2201988499.0416,-89.952461,164.84616
2201991832.6527,-90.999878,31.293882
2201995166.2639,-89.277031,75.058113
2201998499.875,-92.099838,-33.599552
2202001833.4861,-89.725624,-150.88475
2202005167.0973,-91.462097,-146.51048
2202008500.7084,-86.085808,-86.363617
2202011834.3195,-88.942001,-17.640013
2202015167.9307,-90.614975,-137.23979
2202018501.5418,-86.871277,-19.252262
2202021835.1529,-89.633926,-150.76128
2202025168.7641,-89.870575,80.13752
2202028502.3752,-89.127037,160.1835
2202031835.9863,-89.382751,-83.627136
2202035169.5975,-88.615074,59.250698
2202038503.2086,-88.807571,6.6073246
2202041836.8197,-88.823341,121.14905
2202045170.4309,-88.438179,-93.301384
2202048504.042,-89.688377,113.1002
2202051837.6531,-90.076561,-89.663589
2202055171.2643,-87.87545,179.0416
2202058504.8754,-89.536903,-22.92153
2202061838.4865,-88.421951,-37.250778
2202065172.0977,-90.883873,-170.19292
2202068505.7088,-89.090416,79.139969
2202071839.3199,-90.508011,-41.815247
2202075172.9311,-87.793228,-91.13884
2202078506.5422,-89.381607,-57.10815
2202081840.1533,-87.126816,74.468529
2202085173.7645,-86.955238,-170.11337
2202088507.3756,-90.486465,-65.391357
2202091840.9867,-87.358719,-147.79184
2202095174.5979,-88.421677,97.61795
2202098508.209,-89.726273,116.108
2202101841.8202,-89.613533,109.95027
2202105175.4313,-89.123779,-159.04736
2202108509.0424,-87.468079,20.281954
2202111842.6536,-90.192665,-170.38292
2202115176.2647,-88.808167,91.222366
2202118509.8758,-88.337097,102.32152
2202121843.487,-90.201134,27.56024
2202125177.0981,-88.951401,11.951288
2202128510.7092,-87.679535,-73.336998
2202131844.3204,-89.642418,-28.415699
2202135177.9315,-90.358414,65.866325
2202138511.5426,-89.950813,-152.19595
2202141845.1538,-88.422478,124.82885
2202145178.7649,-89.176674,-115.83098
2202148512.376,-89.750633,106.47669
2202151845.9872,-88.804443,-58.469761
2202155179.5983,-89.765274,-25.557236
2202158513.2094,-89.519211,176.0439
2202161846.8206,-89.077194,61.483006
2202165180.4317,-87.927872,-119.44444
2202168514.0428,-89.123413,43.519165
2202171847.654,-90.033463,43.675098
2202175181.2651,-89.104378,144.4771
2202178514.8762,-88.279076,104.91
2202181848.4874,-89.348549,40.860413
2202185182.0985,-88.461044,171.90981
2202188515.7096,-87.651825,21.438259
2202191849.3208,-89.476776,111.46391
2202195182.9319,-87.541672,64.269432
2202198516.543,-87.285614,-166.47232
2202201850.1542,-90.708282,18.523373
2202205183.7653,-89.020493,-32.56926
2202208517.3764,-87.855049,-131.3575
2202211850.9876,-89.2117,7.8022103
2202215184.5987,-89.051155,-14.751518
2202218518.2099,-86.911774,172.24521
2202221851.821,-90.888596,113.41534
2202225185.4321,-88.383835,123.05875
2202228519.0433,-88.910614,-55.958237
2202231852.6544,-89.947441,-56.561581
2202235186.2655,-87.368179,-77.074104
2202238519.8767,-87.845375,38.763363
2202241853.4878,-89.199951,-140.75255
2202245187.0989,-88.950485,-31.440458
2202248520.7101,-90.126755,6.7231112
2202251854.3212,-91.513611,60.120167
2202255187.9323,-92.107422,-179.82202
2202258521.5435,-88.357666,74.171555
2202261855.1546,-90.360817,105.46148
2202265188.7657,-89.920357,61.879234
2202268522.3769,-88.090416,-81.245972
2202271855.988,-88.626472,87.52507
2202275189.5991,-91.874771,70.165245
2202278523.2103,-91.74704,-46.985508
2202281856.8214,-89.313492,85.173813
2202285190.4325,-89.212547,150.35371
2202288524.0437,-87.830055,-117.65281
2202291857.6548,-88.985603,-107.01114
2202295191.2659,-91.292282,-21.500748
2202298524.8771,-88.5187,169.8421
2202301858.4882,-90.036919,-101.88787
2202305192.0993,-87.464508,159.11496
2202308525.7105,-87.873375,128.07837
2202311859.3216,-89.84037,-74.465691
2202315192.9327,-89.32103,-35.748676
2202318526.5439,-88.268784,-26.698957
2202321860.155,-88.455612,-172.67937
2202325193.7661,-86.115913,-124.44659
2202328527.3773,-90.987083,16.105257
2202331860.9884,-90.336838,71.542076
2202335194.5995,-88.434418,-27.647301
2202338528.2107,-93.852211,105.64372
2202341861.8218,-90.306702,-125.4385
2202345195.433,-86.193581,49.008087
2202348529.0441,-90.156357,-108.26781
2202351862.6552,-90.056671,70.193192
2202355196.2664,-89.506157,104.59563
2202358529.8775,-87.433304,-157.52722
2202361863.4886,-90.766335,128.69075
2202365197.0998,-87.932198,40.577068
2202368530.7109,-88.329468,-74.452263
2202371864.322,-89.243164,-23.038591
2202375197.9332,-88.510597,-144.07019
2202378531.5443,-87.161041,-150.05455
2202381865.1554,-90.396378,14.19073
2202385198.7666,-89.839813,-115.73929
2202388532.3777,-89.330215,-132.55902
2202391865.9888,-89.161987,-22.5616
2202395199.6,-89.893478,-166.81895
2202398533.2111,-88.559631,157.32547
2202401866.8222,-88.175148,79.258667
2202405200.4334,-86.828842,-97.400391
2202408534.0445,-89.174141,-0.21371178
2202411867.6556,-90.370239,173.84688
2202415201.2668,-89.245773,-28.660044
2202418534.8779,-89.136116,-54.643177
2202421868.489,-89.695839,119.82671
2202425202.1002,-88.553009,-55.325256
2202428535.7113,-90.801178,106.99744
2202431869.3224,-90.153664,-97.107521
2202435202.9336,-88.207642,101.58666
2202438536.5447,-88.141884,116.0444
2202441870.1558,-88.735764,-129.92316
2202445203.767,-88.83197,55.755795
2202448537.3781,-89.345673,35.695194
2202451870.9892,-86.400291,-85.621071
2202455204.6004,-90.339279,65.478951
2202458538.2115,-88.881714,176.71356
2202461871.8227,-88.191803,-177.18396
2202465205.4338,-90.321808,65.260666
2202468539.0449,-88.700897,22.132164
2202471872.6561,-89.570007,-164.4682
2202475206.2672,-89.212433,-14.013057
2202478539.8783,-90.462151,-55.398022
2202481873.4895,-89.473969,1.5030786
2202485207.1006,-88.796143,-35.011551
2202488540.7117,-89.689636,154.11989
2202491874.3229,-88.78981,98.301018
2202495207.934,-86.142838,81.860069
2202498541.5451,-87.312965,-123.71817
2202501875.1563,-89.45932,61.312866
2202505208.7674,-89.041443,7.2306366
2202508542.3785,-88.262718,-89.491852
2202511875.9897,-88.601685,-43.447666
